epoch,train_SER,val_SER
0,0.3079157366071429,0.12738839285714287
1,0.09504073660714285,0.07466294642857141
2,0.0666635044642857,0.08198883928571432
3,0.057647879464285734,0.05075223214285718
4,0.052459263392857114,0.04805580357142858
5,0.0478515625,0.07073437500000002
6,0.04285881696428573,0.0945647321428571
7,0.03588616071428574,0.05462276785714282
8,0.029058035714285668,0.03631696428571429
9,0.026674107142857117,0.03256919642857148
10,0.023254464285714316,0.03292633928571431
11,0.02351562500000004,0.02447321428571425
12,0.021772879464285744,0.02527678571428571
13,0.021142299107142826,0.018299107142857096
14,0.019141183035714326,0.01818973214285713
15,0.01788950892857144,0.01870982142857147
16,0.01721316964285713,0.015725446428571432
17,0.017196428571428557,0.014991071428571479
18,0.01658370535714282,0.0161830357142857
19,0.016271763392857186,0.012573660714285673
20,0.014993861607142889,0.013060267857142871
21,0.014637276785714248,0.025412946428571392
22,0.0144151785714286,0.012089285714285691
23,0.014647879464285696,0.012274553571428592
24,0.013776227678571451,0.011546874999999956
25,0.013377232142857132,0.0111138392857143
26,0.013475446428571458,0.013263392857142842
27,0.012965959821428563,0.01234151785714288
28,0.012358816964285757,0.011104910714285765
29,0.012688058035714267,0.010803571428571468
30,0.012491629464285725,0.010468750000000027
31,0.012292410714285662,0.010013392857142867
32,0.011400111607142827,0.009613839285714243
33,0.012356026785714236,0.010158482142857195
34,0.011481026785714277,0.009533482142857097
35,0.010981026785714332,0.010270089285714268
36,0.011183035714285694,0.010272321428571374
37,0.010641183035714263,0.01204241071428569
38,0.010286272321428536,0.009609375000000031
39,0.010787388392857089,0.011122767857142835
40,0.010858258928571396,0.010049107142857117
41,0.010038504464285669,0.011232142857142802
42,0.010600446428571386,0.011272321428571375
43,0.011059709821428565,0.010890625000000043
44,0.009907924107142807,0.011196428571428552
45,0.010330915178571431,0.013671875
46,0.010808593749999984,0.010531249999999992
47,0.009584821428571422,0.011752232142857144
48,0.010106584821428566,0.01424107142857145
49,0.009903459821428595,0.01156919642857146
50,0.010531249999999992,0.010620535714285673
51,0.009550781249999973,0.010517857142857134
52,0.00938839285714288,0.010665178571428569
53,0.00927455357142859,0.01080803571428568
54,0.009272879464285677,0.010874999999999968
55,0.009213169642857122,0.013633928571428533
56,0.009398437500000023,0.01064062499999996
57,0.009497767857142847,0.014912946428571439
58,0.009034040178571456,0.00957366071428567
59,0.008954799107142808,0.009470982142857132
60,0.009345424107142897,0.008654017857142815
61,0.00890848214285711,0.009287946428571447
62,0.009204799107142891,0.008011160714285759
63,0.008744419642857104,0.008279017857142912
64,0.009246651785714266,0.010064732142857191
65,0.008948660714285683,0.008611607142857136
